ISBN13,Book_Title,Author_Name,Publisher_House,Publication_Date,Page_Count,Language,Country,Average_Rating,Review_Volume,Is_Bestseller,Record_Status
9783216176949,The Great Gatsby,F. Scott Fitzgerald,Hachette Book Group,2018-12-07,438.0,zh,China,4.83,1899,False,Refined
9787150970643,Becoming,Michelle Obama,Penguin Books,1998-07-27,302.0,de,Brazil,2.72,36,False,Refined
9783479690385,The Silent Patient,Alex Michaelides,Hachette Book Group,2017-09-23,474.0,fr,Australia,2.83,2149,False,Refined
9787858937483,To Kill a Mockingbird,Harper Lee,Hachette Book Group,2008-07-04,701.0,en,France,2.41,3750,False,Refined
9783534753843,Brave New World,Aldous Huxley,HarperCollins,2012-01-25,220.0,es,Germany,1.47,3058,False,Refined
9783561629386,The Hobbit,J.R.R. Tolkien,Hachette Book Group,2008-11-26,533.0,es,India,3.54,1419,False,Refined
9786098549568,Educated,Tara Westover,Macmillan Publishers,1998-05-01,154.0,fr,USA,2.94,1598,False,Refined
9788099880573,Man's Search for Meaning,Viktor Frankl,Macmillan Publishers,2004-01-22,543.5,de,India,1.67,4631,False,Refined
9785435391625,Brave New World,Aldous Huxley,HarperCollins,2001-12-31,395.0,es,India,3.26,4057,False,Refined
9789550822977,Where the Crawdads Sing,Delia Owens,Hachette Book Group,2024-04-01,878.0,de,Pakistan,1.87,3482,False,Refined
9785292015249,The Great Gatsby,F. Scott Fitzgerald,Macmillan Publishers,2014-04-30,456.0,en,India,4.46,961,False,Refined
9788254773516,Dune,Frank Herbert,Hachette Book Group,1997-09-24,538.0,es,Brazil,1.56,1692,False,Refined
9783313993297,Dune,Frank Herbert,Simon & Schuster,2012-12-27,396.0,zh,Germany,4.81,4214,True,Refined
9783817053070,Where the Crawdads Sing,Delia Owens,HarperCollins,2014-12-01,249.0,fr,Australia,4.05,3217,False,Refined
9787991402837,1984,George Orwell,Macmillan Publishers,2005-11-03,177.0,en,China,3.06,2279,False,Refined
9789376277483,Fahrenheit 451,Ray Bradbury,Simon & Schuster,2000-01-05,102.0,en,India,3.54,2934,False,Refined
9786204862411,Pride and Prejudice,Jane Austen,Simon & Schuster,2011-08-20,948.0,fr,France,3.19,1069,False,Refined
9784273856102,To Kill a Mockingbird,Harper Lee,Independent,2021-08-25,741.0,de,USA,1.5,1294,False,Refined
9788086684009,The Hobbit,J.R.R. Tolkien,HarperCollins,2013-10-28,195.0,fr,Germany,1.33,1355,False,Refined
9789981632126,The Great Gatsby,F. Scott Fitzgerald,Penguin Books,2026-01-25,318.0,de,UK,1.53,1852,False,Refined
9788282534126,The Midnight Library,Matt Haig,Penguin Books,2007-03-04,810.0,es,India,1.28,3138,False,Refined
9786640801643,Where the Crawdads Sing,Delia Owens,Simon & Schuster,2019-12-19,543.5,es,Canada,1.27,4614,False,Refined
9784213790202,Fahrenheit 451,Ray Bradbury,Macmillan Publishers,1998-06-25,803.0,de,Australia,1.35,823,False,Refined
9787139177917,Pride and Prejudice,Jane Austen,HarperCollins,2015-01-01,383.0,en,Australia,3.21,4915,False,Refined
9782295574037,The Midnight Library,Matt Haig,Hachette Book Group,1998-11-22,621.0,es,China,2.18,447,False,Refined
9787420493866,The Great Gatsby,F. Scott Fitzgerald,Penguin Books,2015-04-21,611.0,zh,UK,3.11,98,False,Refined
9787102562415,Educated,Tara Westover,Hachette Book Group,2018-05-14,543.5,de,UK,1.07,553,False,Refined
9788589679668,Project Hail Mary,Andy Weir,Macmillan Publishers,2008-01-27,184.0,zh,Pakistan,3.46,2273,False,Refined
9786698349136,Circe,Madeline Miller,Hachette Book Group,1997-08-30,881.0,en,Germany,3.79,1954,False,Refined
9785793125884,The Hobbit,J.R.R. Tolkien,Hachette Book Group,1998-10-21,156.0,fr,Canada,1.48,1124,False,Refined
9788390631634,The Catcher in the Rye,J.D. Salinger,HarperCollins,2009-06-08,229.0,fr,UK,4.09,240,False,Refined
9785569295400,Man's Search for Meaning,Viktor Frankl,Hachette Book Group,1997-12-19,178.0,de,India,3.04,454,False,Refined
9785970608512,The Catcher in the Rye,J.D. Salinger,Penguin Books,2000-05-16,543.5,en,Australia,3.96,21,False,Refined
9785492456455,The Great Gatsby,F. Scott Fitzgerald,Simon & Schuster,2008-12-08,253.0,es,USA,3.21,3435,False,Refined
9789924456994,To Kill a Mockingbird,Harper Lee,Simon & Schuster,2020-10-04,614.0,en,Canada,1.89,4225,False,Refined
9789061615990,The Silent Patient,Alex Michaelides,Simon & Schuster,2012-03-06,435.0,en,Pakistan,2.83,3022,False,Refined
9786336857629,Brave New World,Aldous Huxley,Simon & Schuster,1999-07-29,605.0,es,Pakistan,4.04,2008,False,Refined
9784767539382,The Midnight Library,Matt Haig,Simon & Schuster,2026-01-19,877.0,de,Germany,1.42,4340,False,Refined
9782201840395,Project Hail Mary,Andy Weir,Penguin Books,2015-09-25,965.0,zh,China,3.8,3051,False,Refined
9788816681105,Dune,Frank Herbert,Penguin Books,1999-07-26,681.0,en,China,3.65,1070,False,Refined
9786696207128,To Kill a Mockingbird,Harper Lee,Macmillan Publishers,2013-12-01,339.0,en,Australia,1.54,4789,False,Refined
9787296658772,Fahrenheit 451,Ray Bradbury,Macmillan Publishers,2020-09-12,648.0,fr,Australia,2.81,3795,False,Refined
9783591164476,Becoming,Michelle Obama,HarperCollins,2011-05-31,251.0,en,Australia,4.87,3246,True,Refined
9781746756255,1984,George Orwell,Macmillan Publishers,2005-10-31,669.0,zh,Australia,1.38,834,False,Refined
9781954720281,The Midnight Library,Matt Haig,HarperCollins,2008-02-23,543.5,en,Brazil,3.34,614,False,Refined
9784475911318,Fahrenheit 451,Ray Bradbury,Penguin Books,2011-03-30,225.0,en,India,1.2,4701,False,Refined
9785421592782,The Alchemist,Paulo Coelho,Independent,2018-05-13,462.0,es,Canada,2.1,3653,False,Refined
9783649896750,Foundation,Isaac Asimov,Simon & Schuster,2003-09-27,521.0,zh,India,1.24,2291,False,Refined
9788358870981,Man's Search for Meaning,Viktor Frankl,Macmillan Publishers,2001-09-09,900.0,de,France,4.65,4115,True,Refined
9781940684569,The Midnight Library,Matt Haig,Simon & Schuster,2023-06-28,928.0,de,Pakistan,2.43,4784,False,Refined
9786330710675,Where the Crawdads Sing,Delia Owens,Hachette Book Group,2023-08-10,882.0,es,Brazil,4.39,3181,False,Refined
9781756345332,Becoming,Michelle Obama,Hachette Book Group,2011-11-07,925.0,fr,Brazil,1.11,2880,False,Refined
9785073211715,Dune,Frank Herbert,Macmillan Publishers,2001-10-18,416.0,es,India,1.15,460,False,Refined
9783052947074,Man's Search for Meaning,Viktor Frankl,Simon & Schuster,1998-07-27,306.0,es,France,3.87,2650,False,Refined
9784325878813,Educated,Tara Westover,Hachette Book Group,2009-09-30,174.0,fr,China,3.34,2757,False,Refined
9782362721798,Becoming,Michelle Obama,Hachette Book Group,1998-08-02,905.0,fr,Australia,3.66,1436,False,Refined
9781546957087,Brave New World,Aldous Huxley,Penguin Books,2000-06-02,500.0,zh,USA,1.73,2606,False,Refined
9783131098613,The Great Gatsby,F. Scott Fitzgerald,Simon & Schuster,2022-08-17,343.0,fr,France,1.67,726,False,Refined
9782918260963,To Kill a Mockingbird,Harper Lee,Independent,2016-09-16,355.0,en,France,2.03,885,False,Refined
9788441393731,Fahrenheit 451,Ray Bradbury,HarperCollins,2007-07-18,604.0,de,France,3.18,830,False,Refined
9783951331472,Dune,Frank Herbert,HarperCollins,2005-11-15,175.0,en,Germany,1.08,2139,False,Refined
9789108603060,Becoming,Michelle Obama,HarperCollins,2022-10-02,660.0,en,France,3.38,3954,False,Refined
9782864876473,Becoming,Michelle Obama,Penguin Books,2021-07-28,439.0,es,Australia,2.64,4539,False,Refined
9788132213650,1984,George Orwell,Simon & Schuster,2015-06-18,198.0,en,China,3.29,4021,False,Refined
9785671328227,The Hobbit,J.R.R. Tolkien,Hachette Book Group,2004-07-27,304.0,en,USA,1.83,2390,False,Refined
9787002076563,Where the Crawdads Sing,Delia Owens,Macmillan Publishers,1996-06-18,371.0,en,Pakistan,2.55,3039,False,Refined
9785486595528,Fahrenheit 451,Ray Bradbury,Macmillan Publishers,2005-04-03,369.0,es,Germany,3.26,1238,False,Refined
9788164611781,The Silent Patient,Alex Michaelides,Hachette Book Group,2007-07-19,874.0,zh,Australia,3.21,3171,False,Refined
9789316609031,Sapiens,Yuval Noah Harari,Hachette Book Group,2015-07-19,587.0,fr,UK,2.58,284,False,Refined
9783664052763,Dune,Frank Herbert,Penguin Books,2005-12-21,543.5,es,Australia,4.23,1033,False,Refined
9787850677534,The Hobbit,J.R.R. Tolkien,Simon & Schuster,2023-02-10,189.0,de,Pakistan,2.59,2671,False,Refined
9782802141793,The Midnight Library,Matt Haig,Macmillan Publishers,2019-05-28,251.0,zh,Brazil,3.33,820,False,Refined
9788669719073,Where the Crawdads Sing,Delia Owens,Hachette Book Group,2010-09-10,998.0,de,Germany,2.53,3977,False,Refined
9786477862024,Becoming,Michelle Obama,Independent,1998-05-20,723.0,de,USA,2.58,2715,False,Refined
9789249923427,The Alchemist,Paulo Coelho,Simon & Schuster,2025-03-17,445.0,fr,Germany,2.12,4027,False,Refined
9785872148707,The Great Gatsby,F. Scott Fitzgerald,Macmillan Publishers,2011-09-21,375.0,de,Brazil,3.58,1539,False,Refined
9788477300991,The Hobbit,J.R.R. Tolkien,Hachette Book Group,2009-05-05,940.0,en,Pakistan,4.17,537,False,Refined
9783442428958,Educated,Tara Westover,HarperCollins,2017-06-20,996.0,es,USA,2.0,3739,False,Refined
9786471691689,Circe,Madeline Miller,Macmillan Publishers,2003-06-17,506.0,en,USA,1.97,4004,False,Refined
9786797174636,The Alchemist,Paulo Coelho,HarperCollins,2014-07-07,866.0,en,Germany,1.11,406,False,Refined
9784681264539,Circe,Madeline Miller,HarperCollins,2016-11-03,375.0,de,Pakistan,1.08,72,False,Refined
9781036351450,Becoming,Michelle Obama,Simon & Schuster,1998-10-29,924.0,fr,Germany,2.7,3084,False,Refined
9787299420031,Circe,Madeline Miller,Hachette Book Group,1998-02-21,506.0,zh,UK,1.03,3065,False,Refined
9785759272717,Brave New World,Aldous Huxley,Penguin Books,2011-01-12,383.0,fr,Germany,2.04,2447,False,Refined
9784864126433,The Great Gatsby,F. Scott Fitzgerald,Hachette Book Group,2007-12-28,776.0,fr,Canada,3.89,4074,False,Refined
9787032706313,The Hobbit,J.R.R. Tolkien,Penguin Books,1999-12-18,825.0,zh,Australia,2.37,1821,False,Refined
9788180620422,The Alchemist,Paulo Coelho,Hachette Book Group,2012-08-25,965.0,es,Pakistan,1.72,799,False,Refined
9781383539822,Sapiens,Yuval Noah Harari,Simon & Schuster,2016-02-05,862.0,fr,China,4.15,2714,False,Refined
9784655935832,Fahrenheit 451,Ray Bradbury,Macmillan Publishers,2023-09-16,987.0,zh,Brazil,4.78,583,False,Refined
9786576395496,Where the Crawdads Sing,Delia Owens,Penguin Books,2019-05-09,240.0,es,France,2.64,4664,False,Refined
9784073772623,Educated,Tara Westover,Penguin Books,2004-03-30,440.0,es,France,3.54,38,False,Refined
9785975440949,Becoming,Michelle Obama,Independent,2020-04-23,729.0,de,China,2.61,3910,False,Refined
9788433124121,Circe,Madeline Miller,Penguin Books,2011-08-30,875.0,zh,Australia,1.07,33,False,Refined
9782340426053,The Catcher in the Rye,J.D. Salinger,Penguin Books,2008-11-28,615.0,zh,Germany,1.67,374,False,Refined
9786745958212,Man's Search for Meaning,Viktor Frankl,HarperCollins,2010-09-28,543.5,fr,Australia,1.66,3304,False,Refined
9789684051360,Educated,Tara Westover,Hachette Book Group,2018-07-15,226.0,fr,USA,2.5,2095,False,Refined
9785272119095,Foundation,Isaac Asimov,Penguin Books,1996-10-18,956.0,en,USA,3.76,3414,False,Refined
9781657675888,1984,George Orwell,Penguin Books,2012-08-10,530.0,en,Pakistan,2.08,4961,False,Refined
9783652992543,Where the Crawdads Sing,Delia Owens,Simon & Schuster,2021-01-01,903.0,en,India,1.79,1636,False,Refined
9787054856909,Circe,Madeline Miller,Independent,2024-05-07,661.0,de,Australia,3.75,3937,False,Refined
9784895020135,The Silent Patient,Alex Michaelides,Hachette Book Group,2003-12-14,252.0,en,Pakistan,1.3,829,False,Refined
9786566372886,Fahrenheit 451,Ray Bradbury,Macmillan Publishers,2023-11-14,202.0,es,USA,4.41,2950,False,Refined
9781197092148,Where the Crawdads Sing,Delia Owens,HarperCollins,1996-05-11,762.0,es,France,2.43,3585,False,Refined
9782471982906,The Silent Patient,Alex Michaelides,Penguin Books,2008-02-20,509.0,de,Germany,4.34,3917,False,Refined
9781485574228,Becoming,Michelle Obama,Penguin Books,2018-12-19,206.0,de,Brazil,2.93,4660,False,Refined
9788641452462,Pride and Prejudice,Jane Austen,Hachette Book Group,2024-10-27,983.0,es,India,4.68,925,False,Refined
9782349641712,The Silent Patient,Alex Michaelides,Hachette Book Group,2000-04-01,841.0,zh,Australia,4.91,2771,False,Refined
9785704029171,Foundation,Isaac Asimov,HarperCollins,2004-07-01,454.0,de,Canada,4.36,4573,False,Refined
9788940731272,The Midnight Library,Matt Haig,Macmillan Publishers,2018-09-12,176.0,de,France,1.96,2278,False,Refined
9782009317340,Pride and Prejudice,Jane Austen,Macmillan Publishers,2006-03-11,920.0,zh,India,1.35,4083,False,Refined
9781076317824,The Alchemist,Paulo Coelho,Macmillan Publishers,2007-08-15,136.0,zh,Pakistan,1.0,744,False,Refined
9783415200001,Brave New World,Aldous Huxley,Macmillan Publishers,2010-10-29,472.0,en,Australia,4.38,2719,False,Refined
9782943612110,The Alchemist,Paulo Coelho,Penguin Books,1996-07-23,327.0,en,France,2.42,2391,False,Refined
9786000009225,Where the Crawdads Sing,Delia Owens,HarperCollins,2007-10-05,209.0,fr,Brazil,1.78,989,False,Refined
9782451413560,Fahrenheit 451,Ray Bradbury,Macmillan Publishers,2024-01-12,748.0,zh,UK,4.09,3690,False,Refined
9783142452709,Man's Search for Meaning,Viktor Frankl,Hachette Book Group,2023-12-09,666.0,de,Brazil,2.93,4164,False,Refined
9784501446994,Dune,Frank Herbert,Penguin Books,2008-09-26,773.0,zh,Brazil,4.53,4129,True,Refined
9784274374218,Foundation,Isaac Asimov,Simon & Schuster,2008-04-08,451.0,fr,India,4.22,1131,False,Refined
9788991678061,Man's Search for Meaning,Viktor Frankl,Hachette Book Group,1997-09-27,322.0,es,Australia,3.5,2380,False,Refined
9785115980792,Educated,Tara Westover,Hachette Book Group,2001-10-12,810.0,fr,UK,4.04,4606,False,Refined
9787588062385,The Hobbit,J.R.R. Tolkien,Macmillan Publishers,2025-07-17,635.0,en,USA,2.52,434,False,Refined
9789519206782,Becoming,Michelle Obama,Simon & Schuster,2019-07-19,543.5,en,Germany,1.82,4433,False,Refined
9782670255496,Where the Crawdads Sing,Delia Owens,Hachette Book Group,2013-03-19,809.0,en,China,2.55,2561,False,Refined
9786126033644,1984,George Orwell,Independent,2018-02-27,799.0,en,Canada,4.85,4209,True,Refined
9787685540186,1984,George Orwell,HarperCollins,2018-11-24,543.5,fr,USA,2.32,1268,False,Refined
9788137764127,Foundation,Isaac Asimov,Macmillan Publishers,2000-06-05,663.0,fr,UK,4.14,2603,False,Refined
9783169561289,Man's Search for Meaning,Viktor Frankl,Macmillan Publishers,2001-10-03,649.0,de,UK,2.4,1747,False,Refined
9787573442717,Brave New World,Aldous Huxley,Hachette Book Group,1996-12-27,109.0,en,France,2.78,1997,False,Refined
9785781905054,To Kill a Mockingbird,Harper Lee,Simon & Schuster,2001-11-18,841.0,fr,USA,4.65,3071,True,Refined
9785483308751,The Alchemist,Paulo Coelho,HarperCollins,2011-09-30,626.0,en,UK,1.67,4407,False,Refined
9784322510552,Circe,Madeline Miller,Macmillan Publishers,2021-06-15,310.0,zh,China,3.59,590,False,Refined
9788373893128,Fahrenheit 451,Ray Bradbury,Penguin Books,2022-03-11,175.0,en,Canada,4.18,4571,False,Refined
9787045736747,1984,George Orwell,Macmillan Publishers,1997-11-05,514.0,de,France,1.07,969,False,Refined
9789785427977,Foundation,Isaac Asimov,Penguin Books,2010-01-26,614.0,en,Germany,4.15,2468,False,Refined
9786933126143,Fahrenheit 451,Ray Bradbury,Penguin Books,2004-11-08,260.0,zh,Australia,1.55,3203,False,Refined
9785913767020,Brave New World,Aldous Huxley,Simon & Schuster,2025-08-13,666.0,zh,Canada,1.49,41,False,Refined
9785067245523,Sapiens,Yuval Noah Harari,Simon & Schuster,2016-09-10,866.0,fr,Australia,2.65,4198,False,Refined
9788880184233,Foundation,Isaac Asimov,HarperCollins,2020-12-22,285.0,zh,USA,4.41,4496,False,Refined
9783884866198,Brave New World,Aldous Huxley,Simon & Schuster,2021-09-17,302.0,zh,India,4.81,2925,False,Refined
9786126037320,Where the Crawdads Sing,Delia Owens,Macmillan Publishers,2005-11-25,436.0,zh,Germany,3.77,1248,False,Refined
9789412376000,To Kill a Mockingbird,Harper Lee,HarperCollins,2025-11-24,420.0,es,Australia,3.85,3572,False,Refined
9789065458220,To Kill a Mockingbird,Harper Lee,Macmillan Publishers,2006-02-20,467.0,fr,India,3.21,1439,False,Refined
9783313346852,1984,George Orwell,Simon & Schuster,1998-01-03,178.0,en,USA,4.4,255,False,Refined
9789747372233,Dune,Frank Herbert,Simon & Schuster,2001-09-26,652.0,de,Canada,2.46,1829,False,Refined
9785869982921,Brave New World,Aldous Huxley,Hachette Book Group,2003-03-22,192.0,de,France,3.01,1956,False,Refined
9783938451957,Foundation,Isaac Asimov,Hachette Book Group,2019-10-27,556.0,es,Canada,3.27,4635,False,Refined
9789328694308,The Alchemist,Paulo Coelho,Penguin Books,2016-04-19,879.0,de,Australia,1.25,3026,False,Refined
9786846530109,Man's Search for Meaning,Viktor Frankl,Macmillan Publishers,2005-09-21,147.0,en,France,1.41,4271,False,Refined
9783448819206,1984,George Orwell,Macmillan Publishers,1996-10-17,487.0,fr,Brazil,3.61,637,False,Refined
9787512767226,The Great Gatsby,F. Scott Fitzgerald,Simon & Schuster,2010-08-21,598.0,de,Brazil,1.03,1138,False,Refined
9788058679999,Man's Search for Meaning,Viktor Frankl,HarperCollins,2019-05-18,291.0,es,France,3.41,969,False,Refined
9784093474499,To Kill a Mockingbird,Harper Lee,Independent,2004-08-21,543.5,es,Brazil,1.64,3366,False,Refined
9783544113848,Dune,Frank Herbert,HarperCollins,1997-11-16,624.0,en,Brazil,1.59,1362,False,Refined
9781368287033,Pride and Prejudice,Jane Austen,Macmillan Publishers,1998-11-28,582.0,de,Canada,1.88,3365,False,Refined
9787488857684,Becoming,Michelle Obama,HarperCollins,2010-09-29,564.0,zh,Brazil,1.28,3098,False,Refined
9788234304760,Circe,Madeline Miller,HarperCollins,1998-12-15,543.5,es,India,4.61,4913,True,Refined
9784231461054,Man's Search for Meaning,Viktor Frankl,Penguin Books,2004-06-25,775.0,es,Brazil,3.16,9,False,Refined
9787537130187,The Hobbit,J.R.R. Tolkien,Simon & Schuster,2024-03-02,814.0,zh,China,1.92,3949,False,Refined
9783474420092,Dune,Frank Herbert,Macmillan Publishers,2020-02-10,360.0,de,Australia,4.64,686,False,Refined
9782107263953,The Hobbit,J.R.R. Tolkien,Penguin Books,2025-10-18,691.0,zh,UK,3.08,3072,False,Refined
9787050943542,To Kill a Mockingbird,Harper Lee,Penguin Books,2019-03-05,536.0,zh,Germany,2.05,4391,False,Refined
9786169824924,1984,George Orwell,Hachette Book Group,2001-02-07,594.0,es,France,3.24,3962,False,Refined
9786281827528,The Catcher in the Rye,J.D. Salinger,HarperCollins,2021-08-14,319.0,zh,China,4.14,4510,False,Refined
9785985331805,Project Hail Mary,Andy Weir,Penguin Books,2022-01-11,943.0,es,India,4.7,3566,True,Refined
9789933702652,The Catcher in the Rye,J.D. Salinger,Penguin Books,2008-11-16,510.0,zh,Pakistan,2.15,4894,False,Refined
9788044997538,Becoming,Michelle Obama,Macmillan Publishers,2025-08-20,306.0,zh,Germany,1.78,4911,False,Refined
9785449848690,Foundation,Isaac Asimov,HarperCollins,1996-09-25,100.0,es,UK,4.99,3272,True,Refined
9789655933303,Dune,Frank Herbert,Penguin Books,2022-01-26,662.0,fr,Pakistan,4.66,2851,False,Refined
9786130446648,The Great Gatsby,F. Scott Fitzgerald,Macmillan Publishers,2000-04-29,104.0,fr,Canada,2.63,872,False,Refined
9785067400473,To Kill a Mockingbird,Harper Lee,Hachette Book Group,2014-07-22,997.0,zh,Brazil,2.0,3627,False,Refined
9788548290298,The Great Gatsby,F. Scott Fitzgerald,Macmillan Publishers,2005-06-13,700.0,en,India,1.47,553,False,Refined
9786651020291,The Great Gatsby,F. Scott Fitzgerald,Simon & Schuster,2002-12-12,648.0,en,Germany,1.99,761,False,Refined
9789916475897,To Kill a Mockingbird,Harper Lee,HarperCollins,2004-09-27,421.0,fr,Australia,4.58,2204,False,Refined
9781857561275,Circe,Madeline Miller,HarperCollins,2014-03-18,311.0,es,Australia,4.34,2916,False,Refined
9788144352013,The Silent Patient,Alex Michaelides,Hachette Book Group,2025-10-26,882.0,zh,USA,4.39,3040,False,Refined
9789026301048,Dune,Frank Herbert,Macmillan Publishers,2017-11-29,882.0,zh,Germany,2.59,4724,False,Refined
9783322580659,The Hobbit,J.R.R. Tolkien,Hachette Book Group,2010-07-16,503.0,es,India,4.91,4245,True,Refined
9783895250612,The Midnight Library,Matt Haig,Macmillan Publishers,2000-01-20,203.0,fr,France,3.45,2127,False,Refined
9787928143230,1984,George Orwell,Simon & Schuster,2017-11-12,610.0,de,Australia,2.68,3049,False,Refined
9782635881694,Fahrenheit 451,Ray Bradbury,HarperCollins,2019-05-29,584.0,en,Canada,2.69,1101,False,Refined
9787384985150,Man's Search for Meaning,Viktor Frankl,Simon & Schuster,2000-11-24,979.0,zh,USA,2.59,1338,False,Refined
9785708580756,The Alchemist,Paulo Coelho,Simon & Schuster,2014-06-18,469.0,fr,Pakistan,3.23,2111,False,Refined
9788646369354,The Catcher in the Rye,J.D. Salinger,Simon & Schuster,2011-07-14,789.0,zh,India,4.1,3661,False,Refined
9785108541819,Brave New World,Aldous Huxley,HarperCollins,1997-05-19,927.0,fr,China,3.53,4682,False,Refined
9785990749811,The Silent Patient,Alex Michaelides,HarperCollins,2012-01-20,424.0,fr,Germany,3.42,3239,False,Refined
9787228942343,The Catcher in the Rye,J.D. Salinger,HarperCollins,2017-11-13,974.0,en,Canada,3.91,2061,False,Refined
9781904397668,The Silent Patient,Alex Michaelides,Macmillan Publishers,2021-06-30,197.0,en,India,3.19,215,False,Refined
9785741336386,The Silent Patient,Alex Michaelides,Hachette Book Group,2019-02-24,186.0,de,Germany,1.92,2327,False,Refined
9784601406440,Man's Search for Meaning,Viktor Frankl,Penguin Books,2024-07-16,779.0,fr,France,4.46,3827,False,Refined
9787650951310,1984,George Orwell,HarperCollins,2001-12-04,281.0,zh,Brazil,2.83,4620,False,Refined
9786786043791,Sapiens,Yuval Noah Harari,Hachette Book Group,2015-12-05,924.0,en,India,2.23,3376,False,Refined
9785880373288,The Midnight Library,Matt Haig,Simon & Schuster,2005-01-25,647.0,en,India,4.79,3908,True,Refined
9783564111605,Brave New World,Aldous Huxley,Penguin Books,2001-07-11,482.0,es,China,4.53,3580,True,Refined
9788853033552,Pride and Prejudice,Jane Austen,HarperCollins,2014-04-27,181.0,de,Australia,3.07,2227,False,Refined
9782773408660,1984,George Orwell,Penguin Books,2017-12-07,239.0,fr,UK,3.55,3709,False,Refined
9782377154307,Circe,Madeline Miller,HarperCollins,2023-11-21,647.0,en,Canada,4.89,2311,False,Refined
9781999913493,The Midnight Library,Matt Haig,HarperCollins,2025-06-15,605.0,es,France,2.68,4082,False,Refined
9782418407139,Project Hail Mary,Andy Weir,HarperCollins,2023-08-08,372.0,de,UK,3.17,1487,False,Refined
9784557315473,Pride and Prejudice,Jane Austen,Penguin Books,2014-12-13,494.0,de,Australia,3.95,274,False,Refined
9785218155484,Where the Crawdads Sing,Delia Owens,Macmillan Publishers,2008-08-29,797.0,fr,France,1.63,345,False,Refined
9786382937230,Where the Crawdads Sing,Delia Owens,Simon & Schuster,2017-03-15,469.0,en,Australia,4.89,1933,False,Refined
9788706848089,Becoming,Michelle Obama,Hachette Book Group,2020-09-30,505.0,es,USA,4.88,4760,True,Refined
9785960652625,Foundation,Isaac Asimov,Penguin Books,2014-12-16,261.0,de,UK,3.74,2772,False,Refined
9785551699520,Project Hail Mary,Andy Weir,HarperCollins,2002-01-21,910.0,en,Canada,2.95,2594,False,Refined
9781828779668,The Catcher in the Rye,J.D. Salinger,Macmillan Publishers,2010-01-18,841.0,es,Germany,4.59,3975,True,Refined
9788288721755,Sapiens,Yuval Noah Harari,HarperCollins,2000-09-11,291.0,zh,France,2.29,3837,False,Refined
9781688669716,Sapiens,Yuval Noah Harari,Hachette Book Group,2019-03-01,543.5,fr,Germany,3.17,3719,False,Refined
9784151036012,Pride and Prejudice,Jane Austen,Penguin Books,1998-04-26,977.0,fr,Brazil,1.96,518,False,Refined
9788229392805,Pride and Prejudice,Jane Austen,Hachette Book Group,2019-03-15,727.0,fr,France,2.64,2638,False,Refined
9785027818352,The Silent Patient,Alex Michaelides,HarperCollins,2024-09-17,306.0,en,India,1.77,260,False,Refined
9782099247629,The Alchemist,Paulo Coelho,Simon & Schuster,2016-03-19,720.0,en,USA,4.72,1709,False,Refined
9783744126400,The Silent Patient,Alex Michaelides,Simon & Schuster,2001-01-31,861.0,de,France,4.18,477,False,Refined
9784153795953,Project Hail Mary,Andy Weir,Simon & Schuster,2022-08-15,321.0,zh,UK,1.4,1892,False,Refined
9783821263164,Man's Search for Meaning,Viktor Frankl,Hachette Book Group,1998-01-24,283.0,zh,Pakistan,2.66,864,False,Refined
9781447116404,Fahrenheit 451,Ray Bradbury,HarperCollins,2001-06-12,511.0,zh,France,3.63,4373,False,Refined
9789171110739,The Catcher in the Rye,J.D. Salinger,Hachette Book Group,2011-07-21,965.0,fr,China,4.06,3527,False,Refined
9786213781637,The Great Gatsby,F. Scott Fitzgerald,Hachette Book Group,2014-09-20,468.0,de,India,4.84,1,False,Refined
9789659953069,Foundation,Isaac Asimov,HarperCollins,2012-07-29,543.5,fr,Australia,1.86,2579,False,Refined
9783455054143,1984,George Orwell,Penguin Books,2024-06-03,571.0,fr,Canada,1.55,3007,False,Refined
9788778504632,1984,George Orwell,Penguin Books,2000-07-11,509.0,zh,Australia,3.94,2659,False,Refined
9789999520085,Dune,Frank Herbert,Simon & Schuster,2024-06-09,848.0,zh,China,1.31,458,False,Refined
9784727306207,The Hobbit,J.R.R. Tolkien,HarperCollins,1996-10-31,969.0,zh,USA,3.54,3133,False,Refined
9785937408591,To Kill a Mockingbird,Harper Lee,Hachette Book Group,2016-03-18,256.0,en,China,4.88,4875,True,Refined
9782693601838,The Hobbit,J.R.R. Tolkien,HarperCollins,2011-01-14,184.0,de,Brazil,3.98,4490,False,Refined
9783997331061,Man's Search for Meaning,Viktor Frankl,HarperCollins,2004-07-17,672.0,es,India,2.58,4680,False,Refined
9782057617830,Man's Search for Meaning,Viktor Frankl,Penguin Books,2014-03-04,895.0,de,France,3.74,4718,False,Refined
9786863779898,The Hobbit,J.R.R. Tolkien,HarperCollins,2011-09-24,452.0,zh,USA,4.08,1386,False,Refined
9783676546979,Fahrenheit 451,Ray Bradbury,Macmillan Publishers,2024-02-07,937.0,es,Australia,3.74,1277,False,Refined
9784176478919,Where the Crawdads Sing,Delia Owens,HarperCollins,1998-04-05,251.0,fr,USA,2.37,911,False,Refined
9783310715848,To Kill a Mockingbird,Harper Lee,HarperCollins,2001-08-09,635.0,fr,Pakistan,2.93,1157,False,Refined
9785481721096,Pride and Prejudice,Jane Austen,Independent,2023-06-03,390.0,es,Brazil,2.09,3808,False,Refined
